failure_mode,count,system_count,episode_count,systems,episodes
fallback_planner,8,2,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_argument_repair;mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_stepwise_control,8,2,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_argument_repair;mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
argument_repair,4,1,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_fallback,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
fallback_disabled,4,1,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_fallback,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
repair_disabled,4,1,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_repeated_refinement,3,1,3,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_readback_missing,2,1,2,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_phone_patch_resume_hold_v4
