case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
post_repair_alert_c77_toggle_decoy,visual_tool_routing_transfer_post_repair,wrong_tool_or_stale_selection_risk,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
post_repair_badge_t64_notice_decoy,visual_argument_transfer_post_repair_code,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
post_repair_chip_l90_person_decoy,visual_argument_transfer_post_repair_code,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,argument_mismatch,argument_mismatch,1,1,0
post_repair_field_b12_stale_selection_decoy,visual_tool_routing_transfer_post_repair,wrong_tool_or_stale_selection_risk,False,True,1,False,True,1,False,True,1,no_tool_call,exact,0,1,1
post_repair_node_k21_chart_decoy,visual_argument_transfer_post_repair_code,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
post_repair_review_tile_table_decoy,visual_argument_transfer_post_repair_noncode,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
post_repair_status_pill_note_decoy,visual_argument_transfer_post_repair_noncode,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,no_tool_call,argument_mismatch,0,1,1
post_repair_warning_toast_email_decoy,visual_argument_transfer_post_repair_noncode,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,no_tool_call,exact,0,1,1
