case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
h2m_error_notice_contextual_alias,h2m_contextual_alias_is_target,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h2m_mode_field_contextual_regression_guard,h2m_h2k_regression_guard_less_direct,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h2m_mode_toggle_manual_contextual_value,h2m_less_direct_value_bearing_target,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
h2m_priority_badge_critical_contextual_value,h2m_less_direct_value_bearing_target,argument_alias_or_decoy_risk,False,True,1,True,True,0,True,True,0,executable_paraphrase,exact,1,1,0
h2m_result_badge_blocked_contextual_value,h2m_less_direct_value_bearing_target,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
h2m_result_tile_contextual_alias,h2m_contextual_alias_is_target,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,argument_mismatch,argument_mismatch,1,1,0
h2m_state_tag_closed_contextual_value,h2m_less_direct_value_bearing_target,argument_alias_or_decoy_risk,False,True,1,True,True,0,True,True,0,executable_paraphrase,exact,1,1,0
h2m_status_badge_contextual_regression_guard,h2m_h2k_regression_guard_less_direct,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
