case_id,family,source_failure_mode,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match,expected_call_count,replay_actual_call_count,output_dir
residual_chip_n31_owner_note_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_chip_n31_owner_note_decoy
residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_chip_v82_chart_decoy
residual_badge_q14_notice_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_badge_q14_notice_decoy
residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,argument_mismatch,False,False,False,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_state_pill_note_decoy
residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_phase_pill_ticket_decoy
residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_notice_tile_email_decoy
residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,executable_paraphrase,False,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_field_m20_stale_selection_decoy
residual_alert_h73_toggle_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1n_residual_code_guard_execute_v1/runs/residual_alert_h73_toggle_decoy
