failure_mode,count,system_count,episode_count,systems,episodes
visual_stepwise_control,13,2,8,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_argument_repair;mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_exec_live_visual_dashboard_brief;kwa_exec_live_visual_dashboard_referent_hold_v3;kwa_finance_live_visual_invoice_revision_hold_v2;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4;kwa_jobs_live_visual_constraint_override_hold_v2
fallback_planner,11,2,7,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_argument_repair;mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_exec_live_visual_dashboard_referent_hold_v3;kwa_finance_live_visual_invoice_revision_hold_v2;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4;kwa_jobs_live_visual_constraint_override_hold_v2
repair_disabled,10,1,10,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_exec_live_visual_dashboard_brief;kwa_exec_live_visual_dashboard_referent_hold_v3;kwa_finance_live_diff_review_hold_v5;kwa_finance_live_invoice_lock_direction_hold_v4;kwa_finance_live_visual_invoice_revision_hold_v2;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4;kwa_jobs_live_visual_constraint_override_hold_v2
fallback_disabled,5,1,5,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_fallback,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_exec_live_visual_dashboard_referent_hold_v3;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
argument_repair,4,1,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_fallback,kwa_exec_live_backlog_resume_hold_v5;kwa_exec_live_latest_action_resume_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_repeated_refinement,4,1,4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_latest_action_resume_hold_v4;kwa_exec_live_visual_dashboard_referent_hold_v3;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_readback_missing,3,1,3,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,kwa_exec_live_latest_action_resume_hold_v4;kwa_exec_live_visual_dashboard_referent_hold_v3;kwa_jobs_live_phone_patch_resume_hold_v4
