system_id,lane,disabled_controls,tool_turn_directive_enabled,real_world_readiness_avg,delta_vs_contracted_real_world_readiness_avg,delta_vs_no_directive_real_world_readiness_avg,strict_interface_avg,delta_vs_contracted_strict_interface_avg,delta_vs_no_directive_strict_interface_avg,recovered_execution_avg,delta_vs_contracted_recovered_execution_avg,delta_vs_no_directive_recovered_execution_avg,controller_repair_avg,delta_vs_contracted_controller_repair_avg,delta_vs_no_directive_controller_repair_avg,argument_repair_avg,delta_vs_contracted_argument_repair_avg,delta_vs_no_directive_argument_repair_avg,controller_fallback_avg,delta_vs_contracted_controller_fallback_avg,delta_vs_no_directive_controller_fallback_avg,intent_override_avg,delta_vs_contracted_intent_override_avg,delta_vs_no_directive_intent_override_avg,raw_planning_clean_rate_avg,delta_vs_contracted_raw_planning_clean_rate_avg,delta_vs_no_directive_raw_planning_clean_rate_avg
mlx_gemma4_e2b_reasoner_only,live_web_stress,,True,0.9689099999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.45,0.0,0.0,-0.25,0.0,0.0,0.0,1.0,0.0,0.7
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive,live_web_stress,disable_tool_turn_directive,False,0.9689099999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7,0.7,0.0,0.45,0.45,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.3,-0.7,0.0
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_argument_repair,live_web_stress,disable_argument_repair;disable_tool_turn_directive,False,0.83016,-0.13875,-0.13875,0.75625,-0.24375,-0.24375,0.55,-0.45,-0.45,0.25,0.25,-0.45,0.0,0.0,-0.45,0.25,0.25,0.0,0.0,0.0,0.0,0.75,-0.25,0.45
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_fallback,live_web_stress,disable_controller_fallback;disable_tool_turn_directive,False,0.89598,-0.07293,-0.07293,0.8125,-0.1875,-0.1875,0.75,-0.25,-0.25,0.45,0.45,-0.25,0.45,0.45,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.55,-0.45,0.25
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,live_web_stress,disable_controller_repair;disable_tool_turn_directive,False,0.7380099999999999,-0.2309,-0.2309,0.48125,-0.51875,-0.51875,0.3,-0.7,-0.7,0.7,0.7,0.0,0.0,0.0,-0.45,0.7,0.7,0.45,0.0,0.0,0.0,0.83166,-0.16834,0.53166
