comparison_dir,baseline_system_id,candidate_system_id,shared_case_count,baseline_exact_rate,candidate_exact_rate,delta_exact_rate,baseline_executor_equivalence_rate,candidate_executor_equivalence_rate,delta_executor_equivalence_rate
results/tool_probe_replay_live_comparisons/20260510T_h1v_code_label_exact_guard_h1n_vs_component_label_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_label_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_code_label_exact_guard,8,0.75,0.625,-0.125,0.875,0.625,-0.25
results/tool_probe_replay_live_comparisons/20260510T_h1v_code_label_exact_guard_h1n_vs_component_residual_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_residual_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_code_label_exact_guard,8,0.625,0.625,0.0,0.625,0.625,0.0
results/tool_probe_replay_live_comparisons/20260510T_h1v_code_label_exact_guard_h1o_vs_component_label_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_label_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_code_label_exact_guard,12,0.8333333333333334,0.9166666666666666,0.08333333333333326,1.0,0.9166666666666666,-0.08333333333333337
results/tool_probe_replay_live_comparisons/20260510T_h1v_code_label_exact_guard_h1o_vs_component_residual_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_residual_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_code_label_exact_guard,12,0.9166666666666666,0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0.0
results/tool_probe_replay_live_comparisons/20260510T_h1v_code_label_exact_guard_h1p_vs_component_label_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_label_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_code_label_exact_guard,12,0.8333333333333334,0.75,-0.08333333333333337,0.8333333333333334,0.75,-0.08333333333333337
results/tool_probe_replay_live_comparisons/20260510T_h1v_code_label_exact_guard_h1p_vs_component_residual_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_residual_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_code_label_exact_guard,12,0.9166666666666666,0.75,-0.16666666666666663,0.9166666666666666,0.75,-0.16666666666666663
