case_id,family,source_failure_mode,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match,expected_call_count,replay_actual_call_count,output_dir
transfer_review_tile_notice_table_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,no_tool_call,False,False,False,1,0,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_alias_transfer_oracle_no_directive_execute_v2/runs/transfer_review_tile_notice_table_decoy
transfer_status_pill_chart_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,no_tool_call,False,False,False,1,0,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_alias_transfer_oracle_no_directive_execute_v2/runs/transfer_status_pill_chart_decoy
transfer_error_banner_note_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_alias_transfer_oracle_no_directive_execute_v2/runs/transfer_error_banner_note_decoy
transfer_queue_badge_person_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_alias_transfer_oracle_no_directive_execute_v2/runs/transfer_queue_badge_person_decoy
transfer_form_error_old_selection_chip_decoy,visual_tool_routing_transfer,wrong_tool_or_stale_selection_risk,argument_mismatch,False,False,False,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_alias_transfer_oracle_no_directive_execute_v2/runs/transfer_form_error_old_selection_chip_decoy
transfer_signature_warning_checkbox_decoy,visual_tool_routing_transfer,wrong_tool_or_stale_selection_risk,argument_mismatch,False,False,False,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_alias_transfer_oracle_no_directive_execute_v2/runs/transfer_signature_warning_checkbox_decoy
