failure_mode,count,system_count,episode_count,systems,episodes
repair_disabled,3,1,3,hf_service_gemma4_specialists_cpu_no_controller_repair,kwa_exec_backlog_resume_hold_v5;kwa_finance_invoice_lock_direction_hold_v4;kwa_jobs_email_block_resume_hold_v5
visual_readback_missing,2,1,2,hf_service_gemma4_specialists_cpu_no_controller_repair,kwa_exec_backlog_resume_hold_v5;kwa_jobs_email_block_resume_hold_v5
visual_repeated_refinement,2,1,2,hf_service_gemma4_specialists_cpu_no_controller_repair,kwa_exec_backlog_resume_hold_v5;kwa_jobs_email_block_resume_hold_v5
visual_stepwise_control,2,1,2,hf_service_gemma4_specialists_cpu_no_controller_repair,kwa_exec_backlog_resume_hold_v5;kwa_jobs_email_block_resume_hold_v5
