case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
h2q_archive_panel_error_notice_banner_decoy,h2q_contextual_alias_decoy_overlap,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,argument_mismatch,argument_mismatch,1,1,0
h2q_mode_field_manual_switch_decoy,h2q_contextual_alias_decoy_overlap,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,argument_mismatch,argument_mismatch,1,1,0
h2q_owner_field_amina_archived_owner_decoy,h2q_value_bearing_stale_decoy,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h2q_priority_badge_critical_stale_status_decoy,h2q_value_bearing_stale_decoy,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h2q_result_tile_blocked_value_badge_decoy,h2q_surface_alias_value_decoy,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,argument_mismatch,argument_mismatch,1,1,0
h2q_result_tile_stale_selection_hint,h2q_stale_surface_alias,wrong_tool_or_stale_selection_risk,False,False,0,False,False,0,False,False,0,wrong_tool,wrong_tool,1,1,0
h2q_state_panel_closed_value_tag_decoy,h2q_surface_alias_value_decoy,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
h2q_state_panel_stale_selection_hint,h2q_stale_surface_alias,wrong_tool_or_stale_selection_risk,False,False,0,False,False,0,False,False,0,wrong_tool,wrong_tool,1,1,0
