case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
transfer_review_tile_notice_table_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
transfer_status_pill_chart_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
transfer_error_banner_note_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
transfer_queue_badge_person_decoy,visual_argument_transfer,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
transfer_form_error_old_selection_chip_decoy,visual_tool_routing_transfer,wrong_tool_or_stale_selection_risk,,1,,exact,exact,True,True,True
transfer_signature_warning_checkbox_decoy,visual_tool_routing_transfer,wrong_tool_or_stale_selection_risk,,1,,exact,exact,True,True,True
