system_id,tool_prompt_contract_id,tool_catalog_profile_id,execute,output_dir,comparison_path,no_directive_comparison_path,exact_match_rate,executable_match_rate,delta_exact_vs_contracted,delta_exact_vs_no_directive,probe_gate
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_literal_guard,literal_argument_guard_v1,visual_role_catalog_v1,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260508T_visual_catalog_literal_guard_v6_dry_run/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_literal_guard,,,,,,,
