case_id,family,source_failure_mode,replay_failure_mode,replay_exact_match,replay_executable_match,expected_call_count,replay_actual_call_count,output_dir
api_form_issue_fetch,api_canonicalization,argument_mismatch,argument_mismatch,False,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260507T_canonical_argument_no_directive_live_execute_v1/runs/api_form_issue_fetch
api_invoice_lock_hold_update,api_canonicalization,argument_mismatch,argument_mismatch,False,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260507T_canonical_argument_no_directive_live_execute_v1/runs/api_invoice_lock_hold_update
cli_invoice_lock_hyphen_query,cli_canonicalization,argument_mismatch,argument_mismatch,False,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260507T_canonical_argument_no_directive_live_execute_v1/runs/cli_invoice_lock_hyphen_query
cli_phone_patch_latest_only,cli_patch_copying,argument_mismatch,argument_mismatch,False,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260507T_canonical_argument_no_directive_live_execute_v1/runs/cli_phone_patch_latest_only
