profile_label,system_id,packet_dir,case_count,exact_success_count,exact_rate,executor_success_count,executor_rate
h3b_h2w_semantic_target_preservation,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_route_arbitration_residual_exactness_visual_stale_selection_gate_visual_value_bearing_target_query_synthesis_visual_contextual_surface_alias_routing_visual_composed_route_gating_visual_negation_guard_visual_semantic_target_preservation,results/tool_probe_replay_live/20260519T_h3b_saturation_breaker_h2w_execute_v1,24,11,0.4583333333333333,14,0.5833333333333334
h3b_h2z_boundary_combined,mlx_gemma4_e2b_reasoner_only_h2z_boundary_combined,results/tool_probe_replay_live/20260519T_h3b_saturation_breaker_h2z_execute_v1,24,11,0.4583333333333333,14,0.5833333333333334
h3b_h3a_boundary_combined,mlx_gemma4_e2b_reasoner_only_h3a_boundary_combined,results/tool_probe_replay_live/20260519T_h3b_saturation_breaker_h3a_execute_v2,24,11,0.4583333333333333,14,0.5833333333333334
