session_id,workflow_id,episode_id,system_id,lane,status,sandbox_mode,sandbox_policy_id,sandbox_root,sandbox_manifest_exists,artifact_count,policy_block_count,approval_count,controller_finding_count,summary_path,episode_trace_path,role_readiness_score,strict_interface_score,recovered_execution_score,controller_repair_count,argument_repair_count,controller_fallback_count,raw_planning_clean_rate
20260506T220920545680Z_executive_visual_dashboard_review,executive_visual_dashboard_review,kwa_exec_visual_dashboard_brief,mlx_gemma4_e2b_reasoner_only,replayable_core,completed,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T220920545680Z_executive_visual_dashboard_review/sandbox,True,3,0,0,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T220920545680Z_executive_visual_dashboard_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T220920545680Z_executive_visual_dashboard_review/sandbox/output/episode_trace.json,0.9942,1.0,1.0,0.5,0.5,0.0,0.5
