system_id,tool_prompt_contract_id,execute,output_dir,comparison_path,no_directive_comparison_path,exact_match_rate,executable_match_rate,delta_exact_vs_contracted,delta_exact_vs_no_directive,probe_gate
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_schema_anchor,schema_anchor_v1,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_candidates_dry_run_v2/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_schema_anchor,,,,,,,
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_literal_guard,literal_argument_guard_v1,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_candidates_dry_run_v2/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_literal_guard,,,,,,,
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_tool_required,tool_required_parallel_v1,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_candidates_dry_run_v2/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_tool_required,,,,,,,
