case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
h2l_result_badge_blocked_value_is_target,h2l_value_bearing_target,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_state_tag_closed_value_is_target,h2l_value_bearing_target,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_mode_toggle_manual_value_is_target,h2l_value_bearing_target,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_priority_badge_critical_value_is_target,h2l_value_bearing_target,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_error_notice_alias_is_target,h2l_alias_is_target,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_result_tile_alias_is_target,h2l_alias_is_target,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_status_badge_short_label_regression_guard,h2l_h2k_regression_guard,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2l_mode_field_short_label_regression_guard,h2l_h2k_regression_guard,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
