case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
component_value_result_pill_log_decoy,visual_argument_transfer_component_value_pill,executable_paraphrase,,1,1,non_exact,argument_mismatch,False,False,False
h1o_code_alert_s92_negated_toggle_decoy,h1o_code_negation_preservation,executable_paraphrase,,1,1,non_exact,executable_paraphrase,False,True,True
h1o_code_badge_c08_note_decoy,h1o_code_negation_preservation,executable_paraphrase,,1,1,exact,exact,True,True,True
h1p_compact_state_tag_log_value_decoy,h1p_component_value_compact,argument_mismatch,,1,1,exact,exact,True,True,True
h1p_surface_mode_toggle_note_value_decoy,h1p_component_value_surface,argument_mismatch,,1,1,exact,exact,True,True,True
