system_id,exact_match_count,exact_match_rate,executable_match_count,executable_match_rate,delta_exact_vs_contracted,delta_exact_vs_no_directive,delta_executable_vs_contracted,delta_executable_vs_no_directive,dominant_failure_mode,hard_slice_gate,output_dir
mlx_gemma4_e2b_reasoner_only,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_argument_hints,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_argument_hints
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_split_selector_hints,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_split_selector_hints
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_field_hints,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_field_hints
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_literal_guard,,,,,,,,,,,/Users/cheickdiakite/Codex/moonie/results/visual_hard_slice_probe_packets/20260509T_visual_hard_slice_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_literal_guard
