system_id,tool_prompt_contract_id,execute,output_dir,comparison_path,no_directive_comparison_path,exact_match_rate,executable_match_rate,delta_exact_vs_contracted,delta_exact_vs_no_directive,probe_gate
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_canonical_json_copy,canonical_json_copy_v3,True,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_canonical_json_copy,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_canonical_json_copy/comparison_vs_contracted/probe_comparison.json,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_canonical_json_copy/comparison_vs_no_directive/probe_comparison.json,0.125,0.0,-0.75,0.125,probe_improved_vs_no_directive
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_tool_initiation,visual_tool_initiation_v3,True,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_tool_initiation,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_tool_initiation/comparison_vs_contracted/probe_comparison.json,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_tool_initiation/comparison_vs_no_directive/probe_comparison.json,0.125,1.0,-0.75,0.125,probe_improved_vs_no_directive
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_parallel_two_call_array,parallel_two_call_array_v3,True,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_parallel_two_call_array,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_parallel_two_call_array/comparison_vs_contracted/probe_comparison.json,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_execute_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_parallel_two_call_array/comparison_vs_no_directive/probe_comparison.json,0.0,0.0,-0.875,0.0,no_probe_improvement_vs_no_directive
