case_id,family,source_failure_mode,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match,expected_call_count,replay_actual_call_count,output_dir
stress_metric_panel_with_chart_table_decoys,visual_argument_copying_stress,argument_alias_or_decoy_risk,argument_mismatch,False,False,False,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_role_catalog_execute_v1/runs/stress_metric_panel_with_chart_table_decoys
stress_metric_panel_with_kpi_copy_decoy,visual_argument_copying_stress,argument_alias_or_decoy_risk,executable_paraphrase,False,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_role_catalog_execute_v1/runs/stress_metric_panel_with_kpi_copy_decoy
stress_form_error_stale_selection_status_decoy,visual_tool_routing_stress,wrong_tool_or_stale_selection_risk,exact,True,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_role_catalog_execute_v1/runs/stress_form_error_stale_selection_status_decoy
stress_form_error_stale_selection_warning_decoy,visual_tool_routing_stress,wrong_tool_or_stale_selection_risk,no_tool_call,False,False,False,1,0,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260509T_visual_hard_slice_live_stress_role_catalog_execute_v1/runs/stress_form_error_stale_selection_warning_decoy
