case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
residual_chip_n31_owner_note_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
residual_badge_q14_notice_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,,1,,exact,exact,True,True,True
residual_alert_h73_toggle_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,,1,,exact,exact,True,True,True
