run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,answer_match,avoidable_retries,completion_tokens,controller_repair_count,evidence_hit_rate,hallucinated_tool_rate,latency_ms,malformed_call_rate,mrr,ndcg,prompt_tokens,recall_at_k,steps_taken,success,token_budget_used
20260409T133144Z_hybrid_retr_003_incident_multimodal_retr_003_incident_multimodal_clean,retr_003_incident_multimodal,retr_003_incident_multimodal_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,0,6,0,1.0,0.0,15399,0.0,1.0,1.0,474,1.0,0,1.0,2
20260409T133146Z_hybrid_retr_003_incident_multimodal_retr_003_incident_multimodal_language_fr,retr_003_incident_multimodal,retr_003_incident_multimodal_language_fr,retrieval,hybrid,mlx,False,fr,,,,none,1.0,0,11,0,1.0,0.0,1299,0.0,1.0,1.0,477,1.0,0,1.0,2
20260409T133147Z_hybrid_retr_003_incident_multimodal_retr_003_incident_multimodal_context_long_history,retr_003_incident_multimodal,retr_003_incident_multimodal_context_long_history,retrieval,hybrid,mlx,False,,,long_history,,none,1.0,0,9,0,1.0,0.0,1257,0.0,1.0,1.0,510,1.0,0,1.0,2
20260409T133148Z_hybrid_retr_003_incident_multimodal_retr_003_incident_multimodal_efficiency_top_k_3,retr_003_incident_multimodal,retr_003_incident_multimodal_efficiency_top_k_3,retrieval,hybrid,mlx,False,,,,top_k_3,none,1.0,0,6,0,1.0,0.0,1133,0.0,1.0,1.0,474,1.0,0,1.0,2
20260409T133149Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_clean,retr_010_rollout_mode,retr_010_rollout_mode_clean,retrieval,hybrid,mlx,False,,,,,none,1.0,0,14,0,1.0,0.0,484,0.0,1.0,1.0,197,1.0,0,1.0,2
20260409T133149Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_language_fr,retr_010_rollout_mode,retr_010_rollout_mode_language_fr,retrieval,hybrid,mlx,False,fr,,,,none,1.0,0,14,0,1.0,0.0,484,0.0,1.0,1.0,200,1.0,0,1.0,2
20260409T133150Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_context_long_history,retr_010_rollout_mode,retr_010_rollout_mode_context_long_history,retrieval,hybrid,mlx,False,,,long_history,,none,1.0,0,14,0,1.0,0.0,509,0.0,1.0,1.0,233,1.0,0,1.0,2
20260409T133150Z_hybrid_retr_010_rollout_mode_retr_010_rollout_mode_efficiency_top_k_3,retr_010_rollout_mode,retr_010_rollout_mode_efficiency_top_k_3,retrieval,hybrid,mlx,False,,,,top_k_3,none,1.0,0,14,0,1.0,0.0,470,0.0,1.0,1.0,197,1.0,0,1.0,2
