case_id,family,source_failure_mode,replay_failure_mode,source_exact_match,replay_exact_match,source_executable_match,replay_executable_match,expected_call_count,replay_actual_call_count,output_dir
api_form_issue_fetch,api_canonicalization,argument_mismatch,exact,False,True,,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/api_form_issue_fetch
api_invoice_lock_hold_update,api_canonicalization,argument_mismatch,exact,False,True,,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/api_invoice_lock_hold_update
cli_invoice_lock_hyphen_query,cli_canonicalization,argument_mismatch,exact,False,True,,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/cli_invoice_lock_hyphen_query
cli_phone_patch_latest_only,cli_patch_copying,argument_mismatch,exact,False,True,,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/cli_phone_patch_latest_only
parallel_audit_array_literal,parallel_tool_calling,no_tool_call,exact,False,True,,,2,2,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/parallel_audit_array_literal
visual_form_target_literal,visual_argument_copying,no_tool_call,executable_paraphrase,False,False,False,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/visual_form_target_literal
visual_latest_filter_literal,visual_referent_carryover,no_tool_call,exact,False,True,,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/visual_latest_filter_literal
visual_readback_region_literal,visual_referent_carryover,no_tool_call,exact,False,True,,,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260507T_contracted_exact_probe_replay_execute_v1/runs/visual_readback_region_literal
