case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
h1r_owner_field_stale_selection_note_decoy,h1r_stale_selection_component_label,wrong_tool_or_stale_selection_risk,,1,,exact,exact,True,True,True
h1r_assignee_field_previous_selection_summary_decoy,h1r_stale_selection_component_label,wrong_tool_or_stale_selection_risk,,1,,exact,exact,True,True,True
h1r_state_tag_log_value_decoy,h1r_nonstandard_component_class,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h1r_mode_toggle_note_value_decoy,h1r_nonstandard_component_class,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h1r_alert_s92_toggle_negation_decoy,h1r_code_label_exactness,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h1r_badge_c08_note_decoy,h1r_code_label_exactness,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
