comparison_label,case_id,family,baseline_failure_mode,candidate_failure_mode,baseline_executor_equivalence_match,candidate_executor_equivalence_match
h2y_h2w_vs_h2u,h2y_action_banner_quoted_not_banner_note,h2y_quoted_stale_negation_context,argument_mismatch,exact,False,True
h2y_h2w_vs_h2u,h2y_not_available_owner_field_value_before_component,h2y_genuine_negated_target_value,argument_mismatch,exact,False,True
h2y_h2w_vs_h2u,h2y_not_escalated_risk_chip_value_before_component,h2y_genuine_negated_target_value,argument_mismatch,exact,False,True
h2y_h2w_vs_h2u,h2y_not_replied_status_pill_value_before_component,h2y_genuine_negated_target_value,argument_mismatch,exact,False,True
h2y_h2w_vs_h2u,h2y_not_required_approval_marker_value_before_component,h2y_genuine_negated_target_value,argument_mismatch,exact,False,True
h2y_h2w_vs_h2u,h2y_not_sent_delivery_tag_value_before_component,h2y_genuine_negated_target_value,argument_mismatch,exact,False,True
h2y_h2w_vs_h2u,h2y_not_started_phase_tile_value_before_component,h2y_genuine_negated_target_value,executable_paraphrase,exact,True,True
h2y_h2w_vs_h2u,h2y_resolution_marker_old_quote_not_marker,h2y_quoted_stale_negation_context,argument_mismatch,exact,False,True
