label,candidate_system_id,shared_case_count,baseline_exact_rate,candidate_exact_rate,delta_exact_rate,baseline_executor_equivalence_rate,candidate_executor_equivalence_rate,delta_executor_equivalence_rate
contracted,mlx_gemma4_e2b_reasoner_only,4,0.5,1.0,0.5,0.75,1.0,0.25
role_catalog_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog,4,0.5,0.25,-0.25,0.75,0.5,-0.25
argument_hints_v2,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_argument_hints,4,0.5,0.5,0.0,0.75,0.75,0.0
schema_field_hints_v4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_field_hints,4,0.5,0.5,0.0,0.75,1.0,0.25
schema_literal_targets_v5,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_literal_targets,4,0.5,0.5,0.0,0.75,1.0,0.25
