case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
component_value_result_pill_log_decoy,visual_argument_transfer_component_value_pill,executable_paraphrase,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
h1o_code_alert_s92_negated_toggle_decoy,h1o_code_negation_preservation,executable_paraphrase,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1o_code_badge_c08_note_decoy,h1o_code_negation_preservation,executable_paraphrase,False,True,1,False,True,1,False,True,1,argument_mismatch,exact,1,1,0
h1p_compact_state_tag_log_value_decoy,h1p_component_value_compact,argument_mismatch,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1p_surface_mode_toggle_note_value_decoy,h1p_component_value_surface,argument_mismatch,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
