failure_mode,count,system_count,episode_count,systems,episodes
visual_stepwise_control,6,2,3,mlx_gemma4_e2b_reasoner_only_no_argument_repair;mlx_gemma4_e2b_reasoner_only_no_controller_repair,kwa_exec_live_visual_dashboard_brief;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
repair_disabled,5,1,5,mlx_gemma4_e2b_reasoner_only_no_controller_repair,kwa_exec_live_visual_dashboard_brief;kwa_finance_live_diff_review_hold_v5;kwa_finance_live_invoice_lock_direction_hold_v4;kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
fallback_planner,4,2,2,mlx_gemma4_e2b_reasoner_only_no_argument_repair;mlx_gemma4_e2b_reasoner_only_no_controller_repair,kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
argument_repair,2,1,2,mlx_gemma4_e2b_reasoner_only_no_controller_fallback,kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
fallback_disabled,2,1,2,mlx_gemma4_e2b_reasoner_only_no_controller_fallback,kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_repeated_refinement,2,1,2,mlx_gemma4_e2b_reasoner_only_no_controller_repair,kwa_jobs_live_email_block_resume_hold_v5;kwa_jobs_live_phone_patch_resume_hold_v4
visual_readback_missing,1,1,1,mlx_gemma4_e2b_reasoner_only_no_controller_repair,kwa_jobs_live_phone_patch_resume_hold_v4
