case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
h2q_result_tile_blocked_value_badge_decoy,h2q_surface_alias_value_decoy,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h2q_state_panel_closed_value_tag_decoy,h2q_surface_alias_value_decoy,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h2q_priority_badge_critical_stale_status_decoy,h2q_value_bearing_stale_decoy,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2q_owner_field_amina_archived_owner_decoy,h2q_value_bearing_stale_decoy,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2q_archive_panel_error_notice_banner_decoy,h2q_contextual_alias_decoy_overlap,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h2q_mode_field_manual_switch_decoy,h2q_contextual_alias_decoy_overlap,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h2q_result_tile_stale_selection_hint,h2q_stale_surface_alias,wrong_tool_or_stale_selection_risk,,1,,non_exact,wrong_tool,False,False,False
h2q_state_panel_stale_selection_hint,h2q_stale_surface_alias,wrong_tool_or_stale_selection_risk,,1,,non_exact,wrong_tool,False,False,False
