comparison_label,comparison_dir,shared_case_count,baseline_exact_rate,candidate_exact_rate,delta_exact_rate,baseline_executor_equivalence_rate,candidate_executor_equivalence_rate,delta_executor_equivalence_rate
h3a_combined_vs_h2z_combined,results/tool_probe_replay_live_comparisons/20260519T_h3_cli_controller_holdout_h3a_combined_vs_h2z_combined_v1,20,0.75,1.0,0.25,0.75,1.0,0.25
h3a_stale_vs_h2z_combined,results/tool_probe_replay_live_comparisons/20260519T_h3_cli_controller_holdout_h3a_stale_vs_h2z_combined_v1,20,0.75,0.95,0.19999999999999996,0.75,0.95,0.19999999999999996
h3a_negative_vs_h2z_combined,results/tool_probe_replay_live_comparisons/20260519T_h3_cli_controller_holdout_h3a_negative_vs_h2z_combined_v1,20,0.75,0.8,0.050000000000000044,0.75,0.8,0.050000000000000044
h3a_combined_vs_stale,results/tool_probe_replay_live_comparisons/20260519T_h3_cli_controller_holdout_h3a_combined_vs_stale_v1,20,0.95,1.0,0.050000000000000044,0.95,1.0,0.050000000000000044
h3a_combined_vs_negative,results/tool_probe_replay_live_comparisons/20260519T_h3_cli_controller_holdout_h3a_combined_vs_negative_v1,20,0.8,1.0,0.19999999999999996,0.8,1.0,0.19999999999999996
