profile_label,system_id,packet_dir,case_count,exact_success_count,exact_rate,executor_success_count,executor_rate
h3_h2z_boundary_combined,mlx_gemma4_e2b_reasoner_only_h2z_boundary_combined,results/tool_probe_replay_live/20260519T_h3_cli_controller_holdout_h2z_combined_execute_v1,20,15,0.75,15,0.75
h3a_stale_selection_paraphrase_guard,mlx_gemma4_e2b_reasoner_only_h3a_stale_selection_paraphrase_guard,results/tool_probe_replay_live/20260519T_h3_cli_controller_holdout_h3a_stale_paraphrase_execute_v1,20,19,0.95,19,0.95
h3a_negative_value_target_preservation,mlx_gemma4_e2b_reasoner_only_h3a_negative_value_target_preservation,results/tool_probe_replay_live/20260519T_h3_cli_controller_holdout_h3a_negative_value_execute_v1,20,16,0.8,16,0.8
h3a_boundary_combined,mlx_gemma4_e2b_reasoner_only_h3a_boundary_combined,results/tool_probe_replay_live/20260519T_h3_cli_controller_holdout_h3a_combined_execute_v1,20,20,1.0,20,1.0
