case_id,family,source_failure_mode,baseline_exact_match,expected_call_count,source_actual_call_count,status,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match
h2k_priority_badge_negated_status_badge_decoy,h2k_negated_same_component_decoy,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2k_mode_toggle_negated_consent_toggle_decoy,h2k_negated_same_component_decoy,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2k_result_badge_negated_result_tile_decoy,h2k_negated_same_component_decoy,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2k_error_banner_archived_error_notice_decoy,h2k_transfer_regression_guard,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h2k_state_tag_before_reading_state_marker_decoy,h2k_before_reading_decoy,argument_alias_or_decoy_risk,,1,,non_exact,argument_mismatch,False,False,False
h2k_mode_field_before_reading_mode_switch_decoy,h2k_before_reading_decoy,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2k_badge_c18_negated_badge_c08_decoy,h2k_code_label_overlap,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
h2k_alert_t47_archived_alert_s92_decoy,h2k_code_label_overlap,argument_alias_or_decoy_risk,,1,,exact,exact,True,True,True
