case_id,family,source_failure_mode,source_exact_match,source_executable_match,baseline_exact_match,expected_call_count,source_actual_call_count,case_path
residual_chip_n31_owner_note_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_chip_n31_owner_note_decoy.json
residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_chip_v82_chart_decoy.json
residual_badge_q14_notice_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_badge_q14_notice_decoy.json
residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_state_pill_note_decoy.json
residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_phase_pill_ticket_decoy.json
residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_notice_tile_email_decoy.json
residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_field_m20_stale_selection_decoy.json
residual_alert_h73_toggle_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,False,False,,1,,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_packets/20260510T_visual_hard_slice_live_stress_alias_transfer_residual_oracle_dry_run_v1/cases/residual_alert_h73_toggle_decoy.json
