case_id,family,source_failure_mode,replay_failure_mode,replay_exact_match,replay_executable_match,replay_executor_equivalence_match,expected_call_count,replay_actual_call_count,output_dir
h1r_owner_field_stale_selection_note_decoy,h1r_stale_selection_component_label,wrong_tool_or_stale_selection_risk,no_tool_call,False,False,False,1,0,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1r_component_label_residual_no_directive_execute_v1/runs/h1r_owner_field_stale_selection_note_decoy
h1r_assignee_field_previous_selection_summary_decoy,h1r_stale_selection_component_label,wrong_tool_or_stale_selection_risk,no_tool_call,False,False,False,1,0,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1r_component_label_residual_no_directive_execute_v1/runs/h1r_assignee_field_previous_selection_summary_decoy
h1r_state_tag_log_value_decoy,h1r_nonstandard_component_class,argument_alias_or_decoy_risk,argument_mismatch,False,False,False,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1r_component_label_residual_no_directive_execute_v1/runs/h1r_state_tag_log_value_decoy
h1r_mode_toggle_note_value_decoy,h1r_nonstandard_component_class,argument_alias_or_decoy_risk,argument_mismatch,False,False,False,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1r_component_label_residual_no_directive_execute_v1/runs/h1r_mode_toggle_note_value_decoy
h1r_alert_s92_toggle_negation_decoy,h1r_code_label_exactness,argument_alias_or_decoy_risk,executable_paraphrase,False,True,True,1,1,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1r_component_label_residual_no_directive_execute_v1/runs/h1r_alert_s92_toggle_negation_decoy
h1r_badge_c08_note_decoy,h1r_code_label_exactness,argument_alias_or_decoy_risk,no_tool_call,False,False,False,1,0,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1r_component_label_residual_no_directive_execute_v1/runs/h1r_badge_c08_note_decoy
