run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,benchmark_tags,autonomy_level,risk_tier,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,answer_match,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,count_accuracy,final_answer_accuracy,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,prompt_tokens,recovery_correct,referent_retention,refinement_success,selection_accuracy,stale_selection_recovery,steps_taken,success,tool_exact,tool_sequence_exactness,unnecessary_tool_rate
20260410T205144Z_modular_visual_009_live_dashboard_below_target_visual_009_live_dashboard_below_target_clean,visual_009_live_dashboard_below_target,visual_009_live_dashboard_below_target_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_ui_ops,live_web_stress,real_world",,,,,,,none,1.0,1.0,0,0,1,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.0
20260410T205144Z_modular_visual_010_live_invoice_totals_table_visual_010_live_invoice_totals_table_clean,visual_010_live_invoice_totals_table,visual_010_live_invoice_totals_table_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_document,live_web_stress,real_world",,,,,,,none,1.0,1.0,0,0,1,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.0
20260410T205144Z_modular_visual_011_live_parking_white_vehicles_visual_011_live_parking_white_vehicles_clean,visual_011_live_parking_white_vehicles,visual_011_live_parking_white_vehicles_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_aerial,live_web_stress",,,,,,,none,1.0,1.0,0,0,1,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.0
20260410T205144Z_modular_visual_012_live_form_validation_errors_visual_012_live_form_validation_errors_clean,visual_012_live_form_validation_errors,visual_012_live_form_validation_errors_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_ui_ops,live_web_stress,real_world",,,,,,,none,1.0,1.0,0,0,1,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.0
20260410T205144Z_modular_visual_016_live_dashboard_stale_selection_recovery_visual_016_live_dashboard_stale_selection_recovery_clean,visual_016_live_dashboard_stale_selection_recovery,visual_016_live_dashboard_stale_selection_recovery_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_ui_ops,live_web_stress,real_world",,,,,,,none,1.0,1.0,0,0,3,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,1.0,0.0
20260410T205144Z_modular_visual_017_live_form_phone_refinement_visual_017_live_form_phone_refinement_clean,visual_017_live_form_phone_refinement,visual_017_live_form_phone_refinement_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_ui_ops,live_web_stress,real_world",,,,,,,none,1.0,1.0,0,0,2,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,0.0
20260410T205144Z_modular_visual_018_live_slide_policy_revision_pressure_visual_018_live_slide_policy_revision_pressure_clean,visual_018_live_slide_policy_revision_pressure,visual_018_live_slide_policy_revision_pressure_clean,visual_tool_orchestration,modular,oracle,False,"visual_tool_orchestration,visual_document,live_web_stress,real_world",,,,,,,none,1.0,1.0,0,0,2,1.0,1.0,0.0,0.9999999999999999,0,0.0,0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,0.0
