label,candidate_system_id,shared_case_count,baseline_exact_rate,candidate_exact_rate,delta_exact_rate,baseline_executor_equivalence_rate,candidate_executor_equivalence_rate,delta_executor_equivalence_rate
contracted,mlx_gemma4_e2b_reasoner_only,6,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.16666666666666666,-0.16666666666666666
role_catalog_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog,6,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666669
argument_hints_v2,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_argument_hints,6,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666667
schema_field_hints_v4,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_field_hints,6,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0
schema_literal_targets_v5,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_literal_targets,6,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
