repeat_index,workflow_index,session_id,workflow_id,episode_id,system_id,lane,status,sandbox_mode,sandbox_policy_id,sandbox_root,sandbox_manifest_exists,artifact_count,policy_block_count,approval_count,controller_finding_count,summary_path,episode_trace_path,role_readiness_score,strict_interface_score,recovered_execution_score,controller_repair_count,argument_repair_count,controller_fallback_count,raw_planning_clean_rate
1,1,20260506T223938324436Z_executive_visual_dashboard_review,executive_visual_dashboard_review,kwa_exec_live_visual_dashboard_brief,mlx_gemma4_e2b_reasoner_only,live_web_stress,completed,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T223938324436Z_executive_visual_dashboard_review/sandbox,True,3,1,0,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T223938324436Z_executive_visual_dashboard_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T223938324436Z_executive_visual_dashboard_review/sandbox/output/episode_trace.json,0.9942,1.0,1.0,0.5,0.5,0.0,0.5
1,2,20260506T223951183758Z_finance_visual_invoice_review,finance_visual_invoice_review,kwa_finance_live_invoice_lock_direction_hold_v4,mlx_gemma4_e2b_reasoner_only,live_web_stress,awaiting_approval,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T223951183758Z_finance_visual_invoice_review/sandbox,True,3,3,1,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T223951183758Z_finance_visual_invoice_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T223951183758Z_finance_visual_invoice_review/sandbox/output/episode_trace.json,0.9687,1.0,1.0,0.5,0.5,0.0,0.5
1,3,20260506T224000427871Z_jobs_visual_form_hold,jobs_visual_form_hold,kwa_jobs_live_email_block_resume_hold_v5,mlx_gemma4_e2b_reasoner_only,live_web_stress,awaiting_approval,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224000427871Z_jobs_visual_form_hold/sandbox,True,3,3,1,2,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224000427871Z_jobs_visual_form_hold/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224000427871Z_jobs_visual_form_hold/sandbox/output/episode_trace.json,0.9826,1.0,1.0,1.0,0.5,0.5,0.0
2,1,20260506T224011072263Z_executive_visual_dashboard_review,executive_visual_dashboard_review,kwa_exec_live_visual_dashboard_brief,mlx_gemma4_e2b_reasoner_only,live_web_stress,completed,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224011072263Z_executive_visual_dashboard_review/sandbox,True,3,1,0,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224011072263Z_executive_visual_dashboard_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224011072263Z_executive_visual_dashboard_review/sandbox/output/episode_trace.json,0.9942,1.0,1.0,0.5,0.5,0.0,0.5
2,2,20260506T224019554616Z_finance_visual_invoice_review,finance_visual_invoice_review,kwa_finance_live_invoice_lock_direction_hold_v4,mlx_gemma4_e2b_reasoner_only,live_web_stress,awaiting_approval,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224019554616Z_finance_visual_invoice_review/sandbox,True,3,3,1,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224019554616Z_finance_visual_invoice_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224019554616Z_finance_visual_invoice_review/sandbox/output/episode_trace.json,0.9687,1.0,1.0,0.5,0.5,0.0,0.5
2,3,20260506T224028793330Z_jobs_visual_form_hold,jobs_visual_form_hold,kwa_jobs_live_email_block_resume_hold_v5,mlx_gemma4_e2b_reasoner_only,live_web_stress,awaiting_approval,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224028793330Z_jobs_visual_form_hold/sandbox,True,3,3,1,2,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224028793330Z_jobs_visual_form_hold/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224028793330Z_jobs_visual_form_hold/sandbox/output/episode_trace.json,0.9826,1.0,1.0,1.0,0.5,0.5,0.0
3,1,20260506T224039228411Z_executive_visual_dashboard_review,executive_visual_dashboard_review,kwa_exec_live_visual_dashboard_brief,mlx_gemma4_e2b_reasoner_only,live_web_stress,completed,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224039228411Z_executive_visual_dashboard_review/sandbox,True,3,1,0,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224039228411Z_executive_visual_dashboard_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224039228411Z_executive_visual_dashboard_review/sandbox/output/episode_trace.json,0.9942,1.0,1.0,0.5,0.5,0.0,0.5
3,2,20260506T224048953238Z_finance_visual_invoice_review,finance_visual_invoice_review,kwa_finance_live_invoice_lock_direction_hold_v4,mlx_gemma4_e2b_reasoner_only,live_web_stress,awaiting_approval,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224048953238Z_finance_visual_invoice_review/sandbox,True,3,3,1,1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224048953238Z_finance_visual_invoice_review/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224048953238Z_finance_visual_invoice_review/sandbox/output/episode_trace.json,0.9687,1.0,1.0,0.5,0.5,0.0,0.5
3,3,20260506T224059614876Z_jobs_visual_form_hold,jobs_visual_form_hold,kwa_jobs_live_email_block_resume_hold_v5,mlx_gemma4_e2b_reasoner_only,live_web_stress,awaiting_approval,ephemeral_copy,packaged_workflow_ephemeral_v1,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224059614876Z_jobs_visual_form_hold/sandbox,True,3,3,1,2,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224059614876Z_jobs_visual_form_hold/sandbox/output/summary.json,/Users/cheickdiakite/Codex/moonie/results/runtime/sessions/20260506T224059614876Z_jobs_visual_form_hold/sandbox/output/episode_trace.json,0.9826,1.0,1.0,1.0,0.5,0.5,0.0
