system_id,tool_prompt_contract_id,exact_match_rate,executable_match_rate,delta_exact_vs_contracted,delta_exact_vs_no_directive,probe_gate,improved_case_count,regressed_case_count,dominant_failure_mode,failure_modes,recommendation
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_state_tool_selection,visual_state_tool_selection_v4,0.125,0.0,-0.75,0.125,probe_improved_vs_no_directive,1,0,no_tool_call,argument_mismatch:2;call_count_mismatch:1;exact:1;no_tool_call:3;wrong_tool:1,weak_exact_gain
