packet_run_id,candidate_system_id,tool_catalog_profile_id,decision,reason,candidate_exact_match_rate,candidate_executable_match_rate,best_current_exact_candidate,best_current_exact_candidate_rate,best_current_executable_routing_candidate,best_current_executable_routing_rate
20260509T_visual_schema_field_hints_live_replay_skipped_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_schema_field_hints,visual_role_catalog_schema_field_hints_v4,skip_live_replay,"v4 tied the v2 raw exact rate but did not improve it, failed executable form targeting, and over-preferred refine_selection on the form-target case.",0.25,0.0,visual_role_catalog_argument_hints_v2,0.25,visual_role_catalog_v1,1.0
