packet_run_id,candidate_system_id,tool_catalog_profile_id,decision,reason,candidate_exact_match_rate,candidate_executable_match_rate,best_current_exact_candidate,best_current_exact_candidate_rate,best_current_executable_routing_candidate,best_current_executable_routing_rate
20260508T_visual_split_selector_hints_live_replay_skipped_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_split_selector_hints,visual_role_catalog_split_selector_hints_v3,skip_live_replay,"v3 did not beat the v2 raw exact gate and lost readback exactness, so live replay would spend budget on a weaker candidate.",0.125,0.0,visual_role_catalog_argument_hints_v2,0.25,visual_role_catalog_v1,1.0
