profile_label,case_id,family,failure_mode,executor_equivalence_match,output_dir
no_directive,h1x_responsible_party_field_old_owner_memo_decoy,h1x_oblique_stale_field,no_tool_call,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_no_directive_execute_v1/runs/h1x_responsible_party_field_old_owner_memo_decoy
no_directive,h1x_workstream_owner_field_previous_summary_decoy,h1x_oblique_stale_field,no_tool_call,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_no_directive_execute_v1/runs/h1x_workstream_owner_field_previous_summary_decoy
no_directive,h1x_resolution_chip_comment_result_decoy,h1x_oblique_surface_value,argument_mismatch,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_no_directive_execute_v1/runs/h1x_resolution_chip_comment_result_decoy
no_directive,h1x_progress_marker_summary_status_decoy,h1x_oblique_surface_value,argument_mismatch,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_no_directive_execute_v1/runs/h1x_progress_marker_summary_status_decoy
no_directive,h1x_lifecycle_marker_log_state_tag_decoy,h1x_oblique_nonstandard_class,no_tool_call,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_no_directive_execute_v1/runs/h1x_lifecycle_marker_log_state_tag_decoy
no_directive,h1x_operation_mode_control_note_toggle_decoy,h1x_oblique_nonstandard_class,no_tool_call,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_no_directive_execute_v1/runs/h1x_operation_mode_control_note_toggle_decoy
component_label_guard_v11,h1x_responsible_party_field_old_owner_memo_decoy,h1x_oblique_stale_field,wrong_tool,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_component_label_guard_execute_v1/runs/h1x_responsible_party_field_old_owner_memo_decoy
code_label_exact_guard_v15,h1x_responsible_party_field_old_owner_memo_decoy,h1x_oblique_stale_field,wrong_tool,False,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_code_label_exact_guard_execute_v1/runs/h1x_responsible_party_field_old_owner_memo_decoy
code_label_exact_guard_v15,h1x_resolution_chip_comment_result_decoy,h1x_oblique_surface_value,executable_paraphrase,True,/Users/cheickdiakite/Codex/moonie/results/tool_probe_replay_live/20260510T_h1x_v11_breaker_code_label_exact_guard_execute_v1/runs/h1x_resolution_chip_comment_result_decoy
