system_id,lane,disabled_controls,tool_turn_directive_enabled,real_world_readiness_avg,delta_vs_contracted_real_world_readiness_avg,delta_vs_no_directive_real_world_readiness_avg,strict_interface_avg,delta_vs_contracted_strict_interface_avg,delta_vs_no_directive_strict_interface_avg,recovered_execution_avg,delta_vs_contracted_recovered_execution_avg,delta_vs_no_directive_recovered_execution_avg,controller_repair_avg,delta_vs_contracted_controller_repair_avg,delta_vs_no_directive_controller_repair_avg,argument_repair_avg,delta_vs_contracted_argument_repair_avg,delta_vs_no_directive_argument_repair_avg,controller_fallback_avg,delta_vs_contracted_controller_fallback_avg,delta_vs_no_directive_controller_fallback_avg,intent_override_avg,delta_vs_contracted_intent_override_avg,delta_vs_no_directive_intent_override_avg,raw_planning_clean_rate_avg,delta_vs_contracted_raw_planning_clean_rate_avg,delta_vs_no_directive_raw_planning_clean_rate_avg
mlx_gemma4_e2b_reasoner_only,live_web_stress,,True,0.9657666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive,live_web_stress,disable_tool_turn_directive,False,0.9657666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_argument_repair,live_web_stress,disable_argument_repair;disable_tool_turn_directive,False,0.9657666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_fallback,live_web_stress,disable_controller_fallback;disable_tool_turn_directive,False,0.9657666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_no_controller_repair,live_web_stress,disable_controller_repair;disable_tool_turn_directive,False,0.9657666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
