system_id,tool_prompt_contract_id,execute,output_dir,comparison_path,no_directive_comparison_path,exact_match_rate,executable_match_rate,delta_exact_vs_contracted,delta_exact_vs_no_directive,probe_gate
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_canonical_json_copy,canonical_json_copy_v3,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_canonical_json_copy,,,,,,,
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_tool_initiation,visual_tool_initiation_v3,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_tool_initiation,,,,,,,
mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_parallel_two_call_array,parallel_two_call_array_v3,False,/Users/cheickdiakite/Codex/moonie/results/tool_prompt_contract_probe_packets/20260507T_prompt_contract_wave3_dry_run_v1/mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_parallel_two_call_array,,,,,,,
