comparison_label,case_id,family,baseline_failure_mode,candidate_failure_mode,baseline_executor_equivalence_match,candidate_executor_equivalence_match
h2x_h2w_vs_h2u,h2x_not_applicable_reason_chip_value_before_component,h2x_genuine_negated_target_value,argument_mismatch,exact,False,True
h2x_h2w_vs_h2u,h2x_not_approved_approval_toggle_value_before_component,h2x_genuine_negated_target_value,argument_mismatch,exact,False,True
h2x_h2w_vs_h2u,h2x_not_blocked_result_tile_value_before_component,h2x_genuine_negated_target_value,executable_paraphrase,exact,True,True
h2x_h2w_vs_h2u,h2x_not_ready_status_badge_value_before_component,h2x_genuine_negated_target_value,argument_mismatch,exact,False,True
h2x_h2w_vs_h2u,h2x_risk_lane_stale_selection_not_lane,h2x_stale_selection_negation_context,wrong_tool,exact,False,True
