case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
h1x_error_notice_history_activation_decoy,h1x_oblique_activation_no_call,wrong_tool_or_stale_selection_risk,True,False,-1,True,False,-1,True,False,-1,exact,argument_mismatch,1,1,0
h1x_lifecycle_marker_log_state_tag_decoy,h1x_oblique_nonstandard_class,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1x_operation_mode_control_note_toggle_decoy,h1x_oblique_nonstandard_class,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1x_progress_marker_summary_status_decoy,h1x_oblique_surface_value,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1x_resolution_chip_comment_result_decoy,h1x_oblique_surface_value,argument_alias_or_decoy_risk,True,False,-1,True,False,-1,True,False,-1,exact,argument_mismatch,1,1,0
h1x_responsible_party_field_old_owner_memo_decoy,h1x_oblique_stale_field,wrong_tool_or_stale_selection_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1x_warning_panel_note_activation_decoy,h1x_oblique_activation_no_call,wrong_tool_or_stale_selection_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
h1x_workstream_owner_field_previous_summary_decoy,h1x_oblique_stale_field,wrong_tool_or_stale_selection_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
