run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,prompt_tokens,recovery_correct,steps_taken,success,tool_exact
20260409T072202Z_monolith_tool_001_calendar_search_tool_001_calendar_search_clean,tool_001_calendar_search,tool_001_calendar_search_clean,tool_routing,monolith,mlx,False,,,,,0.0,0,83,0,0.0,0.625,25654,0.0,518,1.0,1,0.0,1.0
20260409T072204Z_monolith_tool_002_create_event_tool_002_create_event_clean,tool_002_create_event,tool_002_create_event_clean,tool_routing,monolith,mlx,False,,,,,0.0,0,53,0,0.0,0.625,2390,0.0,586,1.0,1,0.0,1.0
20260409T072207Z_monolith_tool_003_repo_lookup_tool_003_repo_lookup_clean,tool_003_repo_lookup,tool_003_repo_lookup_clean,tool_routing,monolith,mlx,False,,,,,1.0,0,41,1,0.0,0.9999999999999999,2298,0.0,481,1.0,1,1.0,1.0
20260409T072208Z_monolith_tool_004_repo_read_tool_004_repo_read_clean,tool_004_repo_read,tool_004_repo_read_clean,tool_routing,monolith,mlx,False,,,,,1.0,0,34,0,0.0,0.9999999999999999,1701,0.0,507,1.0,1,1.0,1.0
