case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
residual_alert_h73_toggle_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,True,False,-1,True,False,-1,True,False,-1,exact,argument_mismatch,1,1,0
residual_badge_q14_notice_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
residual_chip_n31_owner_note_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
residual_chip_v82_chart_decoy,visual_argument_transfer_residual_code,argument_alias_or_decoy_risk,True,False,-1,True,True,0,True,True,0,exact,executable_paraphrase,1,1,0
residual_field_m20_stale_selection_decoy,visual_tool_routing_transfer_residual,wrong_tool_or_stale_selection_risk,False,False,0,True,True,0,True,True,0,executable_paraphrase,executable_paraphrase,1,1,0
residual_notice_tile_email_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
residual_phase_pill_ticket_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
residual_state_pill_note_decoy,visual_argument_transfer_residual_noncode,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,argument_mismatch,argument_mismatch,1,1,0
