run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,prompt_tokens,recovery_correct,steps_taken,success,tool_exact
20260409T164612Z_modular_tool_009_parallel_context_check_tool_009_parallel_context_check_clean,tool_009_parallel_context_check,tool_009_parallel_context_check_clean,tool_routing,modular,hf,False,,,,,none,1.0,0,90,1,0.0,0.9999999999999999,8260,0.0,630,1.0,2,1.0,1.0
20260409T164619Z_modular_tool_009_parallel_context_check_tool_009_parallel_context_check_language_code_switch,tool_009_parallel_context_check,tool_009_parallel_context_check_language_code_switch,tool_routing,modular,hf,False,code_switch,,,,none,1.0,0,89,1,0.0,0.9999999999999999,6795,0.0,638,1.0,2,1.0,1.0
20260409T164626Z_modular_tool_009_parallel_context_check_tool_009_parallel_context_check_schema_renamed_fields,tool_009_parallel_context_check,tool_009_parallel_context_check_schema_renamed_fields,tool_routing,modular,hf,False,,renamed_fields,,,none,1.0,0,86,3,0.0,0.9999999999999999,7273,0.0,654,1.0,2,1.0,1.0
20260409T164633Z_modular_tool_009_parallel_context_check_tool_009_parallel_context_check_context_irrelevant_tool_output,tool_009_parallel_context_check,tool_009_parallel_context_check_context_irrelevant_tool_output,tool_routing,modular,hf,False,,,irrelevant_tool_output,,none,1.0,0,89,1,0.0,0.9999999999999999,6937,0.0,672,1.0,2,1.0,1.0
20260409T164641Z_modular_tool_010_validator_ready_tool_010_validator_ready_clean,tool_010_validator_ready,tool_010_validator_ready_clean,tool_routing,modular,hf,False,,,,,none,1.0,0,103,1,0.0,0.9999999999999999,7944,0.0,626,1.0,1,1.0,1.0
20260409T164648Z_modular_tool_010_validator_ready_tool_010_validator_ready_language_code_switch,tool_010_validator_ready,tool_010_validator_ready_language_code_switch,tool_routing,modular,hf,False,code_switch,,,,none,1.0,0,98,1,0.0,0.9999999999999999,6870,0.0,634,1.0,1,1.0,1.0
20260409T164658Z_modular_tool_010_validator_ready_tool_010_validator_ready_schema_renamed_fields,tool_010_validator_ready,tool_010_validator_ready_schema_renamed_fields,tool_routing,modular,hf,False,,renamed_fields,,,none,1.0,0,100,2,0.0,0.9999999999999999,9595,0.0,641,1.0,1,1.0,1.0
20260409T164707Z_modular_tool_010_validator_ready_tool_010_validator_ready_context_irrelevant_tool_output,tool_010_validator_ready,tool_010_validator_ready_context_irrelevant_tool_output,tool_routing,modular,hf,False,,,irrelevant_tool_output,,none,1.0,0,100,1,0.0,0.9999999999999999,9056,0.0,668,1.0,1,1.0,1.0
