profile_label,system_id,packet_dir,case_count,exact_success_count,exact_rate,executor_success_count,executor_rate
h2t_h2e_route_arbitration,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_route_arbitration_residual_exactness_visual_stale_selection_gate,results/tool_probe_replay_live/20260512T_h2t_overreach_independence_h2e_execute_v1,10,6,0.6,9,0.9
h2t_h2j_target_query_normalization,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_route_arbitration_residual_exactness_visual_stale_selection_gate_visual_target_query_normalization,results/tool_probe_replay_live/20260512T_h2t_overreach_independence_h2j_execute_v1,10,8,0.8,8,0.8
h2t_h2o_value_bearing_synthesis,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_route_arbitration_residual_exactness_visual_stale_selection_gate_visual_value_bearing_target_query_synthesis,results/tool_probe_replay_live/20260512T_h2t_overreach_independence_h2o_execute_v1,10,8,0.8,8,0.8
h2t_h2p_contextual_surface_alias_routing,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_route_arbitration_residual_exactness_visual_stale_selection_gate_visual_value_bearing_target_query_synthesis_visual_contextual_surface_alias_routing,results/tool_probe_replay_live/20260512T_h2t_overreach_independence_h2p_execute_v1,10,8,0.8,8,0.8
h2t_h2r_composed_route_gating,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_route_arbitration_residual_exactness_visual_stale_selection_gate_visual_value_bearing_target_query_synthesis_visual_contextual_surface_alias_routing_visual_composed_route_gating,results/tool_probe_replay_live/20260512T_h2t_overreach_independence_h2r_execute_v1,10,8,0.8,8,0.8
