run_id,task_id,variant_id,track,architecture,backend,thinking_enabled,language_stressor,schema_stressor,context_stressor,efficiency_stressor,failure_summary,arg_exact,avoidable_retries,completion_tokens,controller_repair_count,hallucinated_tool_rate,interface_reliability_score,latency_ms,malformed_call_rate,prompt_tokens,recovery_correct,steps_taken,success,tool_exact
20260409T134211Z_monolith_tool_001_calendar_search_tool_001_calendar_search_clean,tool_001_calendar_search,tool_001_calendar_search_clean,tool_routing,monolith,mlx,False,,,,,none,1.0,0,83,1,0.0,0.9999999999999999,17791,0.0,659,1.0,1,1.0,1.0
20260409T134213Z_monolith_tool_001_calendar_search_tool_001_calendar_search_language_code_switch,tool_001_calendar_search,tool_001_calendar_search_language_code_switch,tool_routing,monolith,mlx,False,code_switch,,,,none,1.0,0,83,1,0.0,0.9999999999999999,2104,0.0,667,1.0,1,1.0,1.0
20260409T134215Z_monolith_tool_001_calendar_search_tool_001_calendar_search_schema_renamed_fields,tool_001_calendar_search,tool_001_calendar_search_schema_renamed_fields,tool_routing,monolith,mlx,False,,renamed_fields,,,none,1.0,0,78,1,0.0,0.9999999999999999,2021,0.0,668,1.0,1,1.0,1.0
20260409T134217Z_monolith_tool_001_calendar_search_tool_001_calendar_search_context_irrelevant_tool_output,tool_001_calendar_search,tool_001_calendar_search_context_irrelevant_tool_output,tool_routing,monolith,mlx,False,,,irrelevant_tool_output,,none,1.0,0,83,1,0.0,0.9999999999999999,2133,0.0,701,1.0,1,1.0,1.0
20260409T134220Z_monolith_tool_010_validator_ready_tool_010_validator_ready_clean,tool_010_validator_ready,tool_010_validator_ready_clean,tool_routing,monolith,mlx,False,,,,,none,1.0,0,82,1,0.0,0.9999999999999999,2269,0.0,790,1.0,1,1.0,1.0
20260409T134222Z_monolith_tool_010_validator_ready_tool_010_validator_ready_language_code_switch,tool_010_validator_ready,tool_010_validator_ready_language_code_switch,tool_routing,monolith,mlx,False,code_switch,,,,none,1.0,0,75,1,0.0,0.9999999999999999,2118,0.0,798,1.0,1,1.0,1.0
20260409T134223Z_monolith_tool_010_validator_ready_tool_010_validator_ready_schema_renamed_fields,tool_010_validator_ready,tool_010_validator_ready_schema_renamed_fields,tool_routing,monolith,mlx,False,,renamed_fields,,,malformed_call,1.0,1,54,1,0.0,0.7499999999999999,1721,1.0,726,0.0,1,1.0,1.0
20260409T134226Z_monolith_tool_010_validator_ready_tool_010_validator_ready_context_irrelevant_tool_output,tool_010_validator_ready,tool_010_validator_ready_context_irrelevant_tool_output,tool_routing,monolith,mlx,False,,,irrelevant_tool_output,,none,1.0,0,82,1,0.0,0.9999999999999999,2295,0.0,832,1.0,1,1.0,1.0
