comparison_dir,baseline_system_id,candidate_system_id,shared_case_count,baseline_exact_rate,candidate_exact_rate,delta_exact_rate,baseline_executor_equivalence_rate,candidate_executor_equivalence_rate,delta_executor_equivalence_rate
results/tool_probe_replay_live_comparisons/20260510T_h1y_component_label_guard_vs_no_directive_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_label_guard,10,0.0,0.5,0.5,0.0,0.5,0.5
results/tool_probe_replay_live_comparisons/20260510T_h1y_component_residual_guard_vs_no_directive_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_residual_guard,10,0.0,0.7,0.7,0.0,0.7,0.7
results/tool_probe_replay_live_comparisons/20260510T_h1y_routed_residual_guard_vs_no_directive_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_routed_residual_guard,10,0.0,0.5,0.5,0.0,0.5,0.5
results/tool_probe_replay_live_comparisons/20260510T_h1y_component_residual_guard_vs_component_label_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_label_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_residual_guard,10,0.5,0.7,0.19999999999999996,0.5,0.7,0.19999999999999996
results/tool_probe_replay_live_comparisons/20260510T_h1y_routed_residual_guard_vs_component_label_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_label_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_routed_residual_guard,10,0.5,0.5,0.0,0.5,0.5,0.0
results/tool_probe_replay_live_comparisons/20260510T_h1y_routed_residual_guard_vs_component_residual_guard_v1,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_component_residual_guard,mlx_gemma4_e2b_reasoner_only_no_tool_turn_directive_visual_role_catalog_routed_residual_guard,10,0.7,0.5,-0.19999999999999996,0.7,0.5,-0.19999999999999996
