label,profile,baseline_profile,comparison_dir,shared_case_count,baseline_exact_rate,candidate_exact_rate,delta_exact_rate,baseline_executor_equivalence_rate,candidate_executor_equivalence_rate,delta_executor_equivalence_rate,baseline_exact_success_count,candidate_exact_success_count,baseline_executor_success_count,candidate_executor_success_count
oracle_transfer_v2,code_guard_v7,code_hints_v6,results/tool_probe_replay_live_comparisons/20260510T_h1n_oracle_code_guard_vs_code_hints_transfer_v1,6,0.5,0.6666666666666666,0.16666666666666663,0.5,0.6666666666666666,0.16666666666666663,3,4,3,4
oracle_repeat_v1,code_guard_v7,code_hints_v6,results/tool_probe_replay_live_comparisons/20260510T_h1n_oracle_repeat_code_guard_vs_code_hints_transfer_v1,6,0.5,0.6666666666666666,0.16666666666666663,0.6666666666666666,0.8333333333333334,0.16666666666666674,3,4,4,5
oblique_v5,code_guard_v7,code_hints_v6,results/tool_probe_replay_live_comparisons/20260510T_h1n_oracle_oblique_code_guard_vs_code_hints_v1,6,0.8333333333333334,1.0,0.16666666666666663,0.8333333333333334,1.0,0.16666666666666663,5,6,5,6
