case_id,family,source_failure_mode,baseline_replay_exact_match,candidate_replay_exact_match,delta_exact_match,baseline_replay_executable_match,candidate_replay_executable_match,delta_executable_match,baseline_replay_executor_equivalence_match,candidate_replay_executor_equivalence_match,delta_executor_equivalence_match,baseline_replay_failure_mode,candidate_replay_failure_mode,baseline_actual_call_count,candidate_actual_call_count,delta_actual_call_count
transfer_repeat_audit_card_email_decoy,visual_argument_transfer_repeat,argument_alias_or_decoy_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
transfer_repeat_consent_alert_toggle_decoy,visual_tool_routing_transfer_repeat,wrong_tool_or_stale_selection_risk,True,True,0,True,True,0,True,True,0,exact,exact,1,1,0
transfer_repeat_latency_chip_person_decoy,visual_argument_transfer_repeat,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,no_tool_call,exact,0,1,1
transfer_repeat_missing_field_old_selection_decoy,visual_tool_routing_transfer_repeat,wrong_tool_or_stale_selection_risk,False,False,0,False,False,0,False,False,0,wrong_tool,wrong_tool,1,1,0
transfer_repeat_priority_tag_chart_decoy,visual_argument_transfer_repeat,argument_alias_or_decoy_risk,False,False,0,False,False,0,False,False,0,no_tool_call,argument_mismatch,0,1,1
transfer_repeat_warning_toast_note_decoy,visual_argument_transfer_repeat,argument_alias_or_decoy_risk,False,True,1,False,True,1,False,True,1,no_tool_call,exact,0,1,1
