rank,display_name,short_label,system_id,lane,run_intent,run_scope,result_family,comparison_batch,snapshot_name,provider,comparison_tier,publishable_default,capability_family,executor_mode,modality,deployment,local,backend,reasoner,router,retriever,reasoner_display_name,router_display_name,retriever_display_name,reasoner_params_b,router_params_b,retriever_params_b,total_params_b,input_cost_per_mtok,output_cost_per_mtok,total_cost_per_mtok,warmup_load_ms,last_request_elapsed_ms,requests_completed,board_status,progress_status,validation_error,returncode,timed_out,completed_runs_observed,planned_runs,coverage_ratio,coverage_pct,completion_pct,matrix_complete,full_lane_complete,failure_excerpt,episode_count,pass_count,refine_count,fail_count,artifact_quality_avg,browser_workflow_avg,strict_interface_avg,recovered_execution_avg,real_world_readiness_avg,escalation_correctness_avg,readiness_pct,strict_pct,browser_pct,artifact_pct,recovered_pct,pass_rate_pct,rank_group,avg_readiness,avg_strict_interface,avg_browser_workflow,avg_artifact_quality,avg_recovered_execution,avg_escalation_correctness,best_lane,best_lane_readiness,lane_count,lanes,lane_readiness_json,systems,completed_systems,partial_systems,timed_out_systems,failed_systems,local_systems,total_episodes,observed_episodes,total_pass_count,total_refine_count,total_fail_count,best_system_id,best_display_name,best_readiness,best_strict_interface,best_browser_workflow,created_at,run_group_id,output_dir,role_breakdown_json,category_breakdown_json,track_breakdown_json,harnessability_breakdown_json,direction_following_breakdown_json,tool_family_breakdown_json,color,reasoner_backend,router_backend,retriever_backend,argument_repair_avg,controller_fallback_avg,controller_repair_avg,intent_override_avg,raw_planning_clean_rate_avg
,Oracle Gemma 4 + specialists,Oracle Gemma 4 stack,oracle_gemma4_e2b,live_web_stress,canonical,subset,knowledge_work,,live_web_stress,synthetic,headline,True,oracle_upper_bound,seeded,multimodal,oracle_upper_bound,False,oracle,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,,,,,,,completed,completed,,0,False,18,18,1.0,100.0,100.0,1.0,0.0,,18,18,0,0,0.9821944444444445,1.0,1.0,1.0,0.9629555555555557,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260410T193320Z,20260410T193320Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/live_web_stress,"{""executive_assistant"": {""artifact_avg"": 0.9722, ""browser_avg"": 1.0, ""episodes"": 6.0, ""fail_count"": 0.0, ""pass_count"": 6.0, ""readiness_avg"": 0.9519, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""finance"": {""artifact_avg"": 0.9744, ""browser_avg"": 1.0, ""episodes"": 6.0, ""fail_count"": 0.0, ""pass_count"": 6.0, ""readiness_avg"": 0.9832, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""job_application_ops"": {""artifact_avg"": 1.0, ""browser_avg"": 1.0, ""episodes"": 6.0, ""fail_count"": 0.0, ""pass_count"": 6.0, ""readiness_avg"": 0.9537, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""executive_assistant"": {""artifact_avg"": 0.9722, ""episodes"": 6.0, ""fail_count"": 0.0, ""pass_count"": 6.0, ""readiness_avg"": 0.9519, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""finance"": {""artifact_avg"": 0.9744, ""episodes"": 6.0, ""fail_count"": 0.0, ""pass_count"": 6.0, ""readiness_avg"": 0.9832, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""job_application_ops"": {""artifact_avg"": 1.0, ""episodes"": 6.0, ""fail_count"": 0.0, ""pass_count"": 6.0, ""readiness_avg"": 0.9537, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""knowledge_work_arena"": {""artifact_avg"": 0.9822, ""episodes"": 18.0, ""fail_count"": 0.0, ""pass_count"": 18.0, ""readiness_avg"": 0.963, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""live_web_stress"": {""artifact_avg"": 0.9822, ""episodes"": 18.0, ""fail_count"": 0.0, ""pass_count"": 18.0, ""readiness_avg"": 0.963, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_document"": {""artifact_avg"": 0.8462, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.8992, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_kwa"": {""artifact_avg"": 0.8932, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9165, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_ui_ops"": {""artifact_avg"": 0.9166, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9252, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""knowledge_work_arena"": {""artifact_avg"": 0.9822, ""episodes"": 18.0, ""fail_count"": 0.0, ""pass_count"": 18.0, ""readiness_avg"": 0.963, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_document"": {""artifact_avg"": 0.8462, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.8992, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_kwa"": {""artifact_avg"": 0.8932, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9165, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_ui_ops"": {""artifact_avg"": 0.9166, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9252, ""refine_count"": 0.0, ""strict_avg"": 1.0}}",{},{},{},#9CA3AF,oracle,,,0.0,0.0,0.0,0.0,1.0
,Gemma 4 E2B + specialists (HF in-process),Gemma 4 + specialists in-proc,hf_gemma4_e2b_specialists_cpu,live_web_stress,exploratory,full_lane,knowledge_work_matrix,20260412T235251Z_knowledge_work_alignment_32_26,hf_gemma4_e2b_specialists_cpu__live_web_stress,huggingface,headline,True,specialist_stack,local_specialists,multimodal,local_specialists_inprocess,True,hf,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,0.0,,,,completed,completed,,0,False,26,26,1.0,100.0,100.0,1.0,1.0,`torch_dtype` is deprecated! Use `dtype` instead!,26,26,0,0,0.9584576923076923,1.0,1.0,1.0,0.9791653846153847,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260413T000025Z,20260413T000025Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work_matrix/20260412T235251Z_knowledge_work_alignment_32_26/hf_gemma4_e2b_specialists_cpu__live_web_stress,"{""executive_assistant"": {""artifact_avg"": 0.9439, ""browser_avg"": 1.0, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9728, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""finance"": {""artifact_avg"": 0.9531, ""browser_avg"": 1.0, ""episodes"": 8.0, ""fail_count"": 0.0, ""pass_count"": 8.0, ""readiness_avg"": 0.9875, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""job_application_ops"": {""artifact_avg"": 0.9778, ""browser_avg"": 1.0, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9781, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""direction_following_conflict"": {""artifact_avg"": 1.0, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9826, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_latest_instruction"": {""artifact_avg"": 0.9259, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9753, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_stale_override"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""executive_assistant"": {""artifact_avg"": 0.9439, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9728, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""finance"": {""artifact_avg"": 0.9531, ""episodes"": 8.0, ""fail_count"": 0.0, ""pass_count"": 8.0, ""readiness_avg"": 0.9875, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_approval_resume"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_project_memory"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_resume"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""job_application_ops"": {""artifact_avg"": 0.9778, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9781, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""knowledge_work_arena"": {""artifact_avg"": 0.9585, ""episodes"": 26.0, ""fail_count"": 0.0, ""pass_count"": 26.0, ""readiness_avg"": 0.9792, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""latest_constraint"": {""artifact_avg"": 0.9, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9623, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""latest_filter"": {""artifact_avg"": 0.8421, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9181, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""live_web_stress"": {""artifact_avg"": 0.9585, ""episodes"": 26.0, ""fail_count"": 0.0, ""pass_count"": 26.0, ""readiness_avg"": 0.9792, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""referent_carryover"": {""artifact_avg"": 0.9, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9623, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""revision_pressure"": {""artifact_avg"": 0.864, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9518, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_api"": {""artifact_avg"": 0.9132, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9736, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_cli"": {""artifact_avg"": 0.9167, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9733, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_function_call"": {""artifact_avg"": 0.9445, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_document"": {""artifact_avg"": 0.9062, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9751, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_kwa"": {""artifact_avg"": 0.9265, ""episodes"": 13.0, ""fail_count"": 0.0, ""pass_count"": 13.0, ""readiness_avg"": 0.9714, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_ui_ops"": {""artifact_avg"": 0.9295, ""episodes"": 10.0, ""fail_count"": 0.0, ""pass_count"": 10.0, ""readiness_avg"": 0.9697, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""knowledge_work_arena"": {""artifact_avg"": 0.9585, ""episodes"": 26.0, ""fail_count"": 0.0, ""pass_count"": 26.0, ""readiness_avg"": 0.9792, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_document"": {""artifact_avg"": 0.9062, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9751, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_kwa"": {""artifact_avg"": 0.9265, ""episodes"": 13.0, ""fail_count"": 0.0, ""pass_count"": 13.0, ""readiness_avg"": 0.9714, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_ui_ops"": {""artifact_avg"": 0.9295, ""episodes"": 10.0, ""fail_count"": 0.0, ""pass_count"": 10.0, ""readiness_avg"": 0.9697, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""harnessability_approval_resume"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_project_memory"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_resume"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""direction_following_conflict"": {""artifact_avg"": 1.0, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9826, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_latest_instruction"": {""artifact_avg"": 0.9259, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9753, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_stale_override"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""tool_api"": {""artifact_avg"": 0.9132, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9736, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_cli"": {""artifact_avg"": 0.9167, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9733, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_function_call"": {""artifact_avg"": 0.9445, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}}",#0D9488,hf,hf,hf,0.25,1.0769230769230769,2.3653846153846154,0.09615384615384616,0.4230769230769231
,Oracle Gemma 4 + specialists,Oracle Gemma 4 stack,oracle_gemma4_e2b,live_web_stress,exploratory,full_lane,knowledge_work_matrix,20260412T235251Z_knowledge_work_alignment_32_26,oracle_gemma4_e2b__live_web_stress,synthetic,headline,True,oracle_upper_bound,seeded,multimodal,oracle_upper_bound,False,oracle,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,,,,,,,completed,completed,,0,False,26,26,1.0,100.0,100.0,1.0,1.0,,26,26,0,0,0.9584576923076923,1.0,1.0,1.0,0.9791653846153847,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260412T235300Z,20260412T235300Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work_matrix/20260412T235251Z_knowledge_work_alignment_32_26/oracle_gemma4_e2b__live_web_stress,"{""executive_assistant"": {""artifact_avg"": 0.9439, ""browser_avg"": 1.0, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9728, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""finance"": {""artifact_avg"": 0.9531, ""browser_avg"": 1.0, ""episodes"": 8.0, ""fail_count"": 0.0, ""pass_count"": 8.0, ""readiness_avg"": 0.9875, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""job_application_ops"": {""artifact_avg"": 0.9778, ""browser_avg"": 1.0, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9781, ""recovered_avg"": 1.0, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""direction_following_conflict"": {""artifact_avg"": 1.0, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9826, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_latest_instruction"": {""artifact_avg"": 0.9259, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9753, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_stale_override"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""executive_assistant"": {""artifact_avg"": 0.9439, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9728, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""finance"": {""artifact_avg"": 0.9531, ""episodes"": 8.0, ""fail_count"": 0.0, ""pass_count"": 8.0, ""readiness_avg"": 0.9875, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_approval_resume"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_project_memory"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_resume"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""job_application_ops"": {""artifact_avg"": 0.9778, ""episodes"": 9.0, ""fail_count"": 0.0, ""pass_count"": 9.0, ""readiness_avg"": 0.9781, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""knowledge_work_arena"": {""artifact_avg"": 0.9585, ""episodes"": 26.0, ""fail_count"": 0.0, ""pass_count"": 26.0, ""readiness_avg"": 0.9792, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""latest_constraint"": {""artifact_avg"": 0.9, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9623, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""latest_filter"": {""artifact_avg"": 0.8421, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9181, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""live_web_stress"": {""artifact_avg"": 0.9585, ""episodes"": 26.0, ""fail_count"": 0.0, ""pass_count"": 26.0, ""readiness_avg"": 0.9792, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""referent_carryover"": {""artifact_avg"": 0.9, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9623, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""revision_pressure"": {""artifact_avg"": 0.864, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9518, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_api"": {""artifact_avg"": 0.9132, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9736, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_cli"": {""artifact_avg"": 0.9167, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9733, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_function_call"": {""artifact_avg"": 0.9445, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_document"": {""artifact_avg"": 0.9062, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9751, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_kwa"": {""artifact_avg"": 0.9265, ""episodes"": 13.0, ""fail_count"": 0.0, ""pass_count"": 13.0, ""readiness_avg"": 0.9714, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_ui_ops"": {""artifact_avg"": 0.9295, ""episodes"": 10.0, ""fail_count"": 0.0, ""pass_count"": 10.0, ""readiness_avg"": 0.9697, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""knowledge_work_arena"": {""artifact_avg"": 0.9585, ""episodes"": 26.0, ""fail_count"": 0.0, ""pass_count"": 26.0, ""readiness_avg"": 0.9792, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_document"": {""artifact_avg"": 0.9062, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9751, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_kwa"": {""artifact_avg"": 0.9265, ""episodes"": 13.0, ""fail_count"": 0.0, ""pass_count"": 13.0, ""readiness_avg"": 0.9714, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""visual_ui_ops"": {""artifact_avg"": 0.9295, ""episodes"": 10.0, ""fail_count"": 0.0, ""pass_count"": 10.0, ""readiness_avg"": 0.9697, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""harnessability_approval_resume"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_project_memory"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""harnessability_resume"": {""artifact_avg"": 0.9445, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""direction_following_conflict"": {""artifact_avg"": 1.0, ""episodes"": 1.0, ""fail_count"": 0.0, ""pass_count"": 1.0, ""readiness_avg"": 0.9826, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_latest_instruction"": {""artifact_avg"": 0.9259, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9753, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""direction_following_stale_override"": {""artifact_avg"": 0.875, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9687, ""refine_count"": 0.0, ""strict_avg"": 1.0}}","{""tool_api"": {""artifact_avg"": 0.9132, ""episodes"": 4.0, ""fail_count"": 0.0, ""pass_count"": 4.0, ""readiness_avg"": 0.9736, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_cli"": {""artifact_avg"": 0.9167, ""episodes"": 3.0, ""fail_count"": 0.0, ""pass_count"": 3.0, ""readiness_avg"": 0.9733, ""refine_count"": 0.0, ""strict_avg"": 1.0}, ""tool_function_call"": {""artifact_avg"": 0.9445, ""episodes"": 2.0, ""fail_count"": 0.0, ""pass_count"": 2.0, ""readiness_avg"": 0.9771, ""refine_count"": 0.0, ""strict_avg"": 1.0}}",#9CA3AF,oracle,,,0.7115384615384616,0.0,0.7115384615384616,0.0,0.8025692307692308
