display_name,short_label,system_id,lane,run_intent,provider,deployment,local,backend,reasoner,router,retriever,reasoner_display_name,router_display_name,retriever_display_name,reasoner_params_b,router_params_b,retriever_params_b,total_params_b,input_cost_per_mtok,output_cost_per_mtok,episode_count,pass_count,refine_count,fail_count,artifact_quality_avg,browser_workflow_avg,strict_interface_avg,recovered_execution_avg,real_world_readiness_avg,escalation_correctness_avg,created_at,run_group_id,output_dir,color,reasoner_backend,router_backend,retriever_backend
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,12,12,0,0,1.0,0.9914000000000001,1.0,1.0,0.9222166666666666,1.0,20260410T141828Z,20260410T141828Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_cross_role_hardmix_replayable_v2,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,live_web_stress,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,9,9,0,0,1.0,1.0,1.0,1.0,0.9794222222222222,1.0,20260410T125352Z,20260410T125352Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_cross_role_live_broad_v1,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,1,0,1,0,1.0,1.0,0.7,1.0,0.8574,1.0,20260410T034037Z,20260410T034037Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_finance,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,live_web_stress,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,3,0,0,1.0,1.0,1.0,1.0,0.9382666666666667,1.0,20260410T130953Z,20260410T130953Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_hard_human_live_v1,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,3,0,0,1.0,0.9828,1.0,1.0,0.9363666666666667,1.0,20260410T130859Z,20260410T130859Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_hard_human_replayable_v1,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,live_web_stress,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,3,0,0,1.0,1.0,1.0,1.0,0.9382666666666667,1.0,20260410T040502Z,20260410T040502Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_live,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,live_web_stress,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,6,6,0,0,1.0,1.0,1.0,1.0,0.9305499999999999,0.9166666666666666,20260410T042907Z,20260410T042907Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_live_broad,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,live_web_stress,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,6,6,0,0,1.0,1.0,1.0,1.0,0.9305499999999999,0.9166666666666666,20260410T043210Z,20260410T043210Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_live_broad_v2,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,live_web_stress,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,6,6,0,0,1.0,1.0,1.0,1.0,0.9382666666666667,1.0,20260410T043428Z,20260410T043428Z_live_web_stress,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_live_broad_v3,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,2,0,1,1.0,0.9818000000000001,1.0,0.8333333333333334,0.8467666666666668,0.5,20260410T040356Z,20260410T040356Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,6,6,0,0,1.0,0.9826666666666667,1.0,1.0,0.9286500000000001,0.9166666666666666,20260410T042755Z,20260410T042755Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_broad,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,6,6,0,0,1.0,0.9826666666666667,1.0,1.0,0.9363666666666667,1.0,20260410T043106Z,20260410T043106Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_broad_v2,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,2,0,1,1.0,0.9818000000000001,1.0,0.8333333333333334,0.8467666666666668,0.5,20260410T040843Z,20260410T040843Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_v2,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,2,0,1,1.0,0.9818000000000001,1.0,0.8333333333333334,0.8467666666666668,0.5,20260410T041237Z,20260410T041237Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_v3,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,2,0,1,1.0,0.9818000000000001,1.0,0.8333333333333334,0.8467666666666668,0.5,20260410T041745Z,20260410T041745Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_v4,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,2,0,1,1.0,0.9818000000000001,1.0,0.8333333333333334,0.8622,0.6666666666666666,20260410T041939Z,20260410T041939Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_v5,#1D4ED8,hf_service,hf,hf
Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),Gemma 4 + specialists local,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,huggingface,local_cpu_specialists,True,hf_service,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,0.0,0.0,3,3,0,0,1.0,0.9818000000000001,1.0,1.0,0.9362666666666666,1.0,20260410T042153Z,20260410T042153Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/model_backed_hf_specialists_policy_replayable_v6,#1D4ED8,hf_service,hf,hf
Oracle Gemma 4 + specialists,Oracle Gemma 4 stack,oracle_gemma4_e2b,replayable_core,canonical,synthetic,oracle_upper_bound,False,oracle,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,,,21,21,0,0,1.0,0.9928619047619048,1.0,1.0,0.9332571428571428,1.0,20260410T130424Z,20260410T130424Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/replayable_core,#9CA3AF,oracle,,
Oracle Gemma 4 + specialists,Oracle Gemma 4 stack,oracle_gemma4_e2b,replayable_core,exploratory,synthetic,oracle_upper_bound,False,oracle,google/gemma-4-E2B-it,google/functiongemma-270m-it,google/embeddinggemma-300m,Gemma 4 E2B IT,FunctionGemma 270M IT,EmbeddingGemma 300M,27.0,0.27,0.3,27.57,,,3,3,0,0,1.0,0.9818000000000001,1.0,1.0,0.9362666666666666,1.0,20260410T035930Z,20260410T035930Z_replayable_core,/Users/cheickdiakite/Codex/moonie/results/knowledge_work/replayable_policy_hardening_oracle,#9CA3AF,oracle,,
